contributor,feat_NA,feat_NT,feat_NR,feat_NOR,feat_ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,acc_type
535695,16,4,4,4,1.0,66.946,0.052,119.302,0.772,90.572,4.0,2.0,4.761,0.5,4.0,1.75,1.5,0.957,0.25,1.25,3.2,3.0,2.864,0.4,2.0,75.042,0.191,167.527,0.665,0.297,157.243,149.392,95.231,0.288,85.356,157.046,130.684,167.602,0.524,279.502,4.0,2.0,4.0,0.375,2.0,human
938745,27,9,4,2,0.5,0.888,0.006,2.629,0.891,0.134,6.75,3.0,8.18,0.472,4.25,4.25,3.0,3.202,0.309,1.75,6.75,3.0,8.18,0.472,4.25,0.58,0.001,1.158,0.749,0.579,6.919,5.349,4.885,0.301,4.692,1.042,0.005,2.841,0.876,0.199,3.0,3.0,1.732,0.296,3.0,human
353993,237,11,8,5,0.625,1.769,0.026,7.928,0.933,0.204,29.625,3.0,56.533,0.73,27.0,4.0,3.0,3.251,0.414,6.0,10.773,3.5,17.262,0.653,13.25,15.368,0.104,42.915,0.846,0.948,3.782,0.338,12.04,0.864,0.719,1.644,0.023,7.299,0.932,0.197,21.545,21.0,14.306,0.346,15.5,human
559766,111,10,11,4,0.364,19.882,0.631,41.28,0.784,21.988,10.091,2.0,15.241,0.662,9.5,1.727,1.0,1.348,0.325,1.0,2.056,1.0,1.485,0.35,1.0,15.046,0.0,38.539,0.741,0.946,25.936,5.749,49.743,0.744,26.841,26.553,4.557,48.343,0.743,33.631,11.1,7.5,10.503,0.484,11.75,human
353448,226,14,29,9,0.31,5.411,0.136,18.74,0.897,1.093,7.793,4.0,11.773,0.62,6.0,2.724,2.0,2.685,0.424,2.0,2.539,1.0,2.65,0.448,2.0,2.725,0.0,12.189,0.889,0.155,11.078,1.085,27.246,0.819,6.554,6.836,0.204,21.579,0.882,1.944,16.143,11.5,14.405,0.479,23.5,human
663566,244,12,18,5,0.278,2.472,0.056,8.831,0.904,0.529,13.556,8.5,20.4,0.56,11.25,4.111,3.0,3.123,0.408,5.5,3.169,2.0,5.27,0.503,2.0,1.188,0.011,4.653,0.878,0.131,6.699,0.856,14.416,0.789,3.774,2.391,0.091,8.235,0.897,0.529,20.333,23.5,15.329,0.402,28.75,human
599557,35,8,2,2,1.0,0.12,0.054,0.248,0.733,0.119,17.5,17.5,21.92,0.443,15.5,4.5,4.5,4.95,0.389,3.5,11.667,12.0,9.504,0.362,9.5,1.285,1.839,1.054,0.325,0.939,0.108,0.108,0.121,0.396,0.085,0.114,0.042,0.252,0.748,0.114,4.375,5.0,1.598,0.182,2.0,human
898636,25,11,10,10,1.0,70.302,0.194,145.191,0.82,21.614,2.5,1.0,4.743,0.54,0.0,1.8,1.0,2.53,0.4,0.0,2.083,1.0,2.392,0.43,0.5,0.072,0.0,0.176,0.429,0.008,153.309,48.883,185.723,0.609,330.731,76.605,0.194,150.296,0.805,39.781,2.273,2.0,1.555,0.327,1.5,human
587595,27,8,4,4,1.0,61.329,0.148,159.707,0.844,34.838,6.75,1.0,11.5,0.639,5.75,2.5,1.0,3.0,0.45,1.5,4.5,1.0,8.093,0.636,0.75,94.041,0.0,230.345,0.5,0.01,206.063,49.979,316.463,0.619,114.097,80.463,0.121,193.916,0.839,38.109,3.375,2.5,2.825,0.356,1.25,human
895383,75,15,13,7,0.538,26.61,0.08,75.411,0.88,3.142,5.769,2.0,8.729,0.581,3.0,3.077,2.0,2.326,0.377,3.0,2.586,1.0,4.058,0.52,1.0,12.211,0.0,57.764,0.861,0.028,57.679,2.322,110.843,0.773,71.732,27.329,0.07,78.135,0.882,3.145,5.0,4.0,4.175,0.441,6.0,human
968869,57,10,15,12,0.8,36.402,0.619,65.969,0.762,65.772,3.8,1.0,6.7,0.601,2.0,1.733,1.0,1.223,0.313,1.5,2.591,1.0,3.541,0.502,1.75,14.036,0.0,45.167,0.76,0.156,82.368,66.336,85.529,0.52,82.034,35.857,0.615,68.966,0.777,61.046,5.7,4.5,6.056,0.486,5.75,human
998435,41,10,5,2,0.4,46.185,0.026,144.019,0.909,0.265,8.2,4.0,9.497,0.527,8.0,4.4,2.0,3.782,0.4,6.0,6.833,5.0,6.338,0.451,6.5,107.361,0.152,262.587,0.799,0.424,240.648,95.169,296.671,0.545,188.371,55.32,0.045,159.677,0.898,0.325,4.1,2.5,4.175,0.427,1.75,human
866856,266,12,14,1,0.071,1.735,0.012,9.515,0.96,0.043,19.0,15.0,16.243,0.366,7.5,5.071,5.5,2.336,0.251,3.75,2.509,2.0,4.735,0.407,1.0,0.841,0.003,6.794,0.969,0.014,3.53,0.041,13.327,0.921,0.18,2.961,0.021,11.917,0.935,0.133,22.167,12.0,27.601,0.56,16.25,human
669745,10,4,7,6,0.857,183.763,25.12,269.749,0.688,298.465,1.429,1.0,0.787,0.229,0.5,1.286,1.0,0.488,0.159,0.5,1.429,1.0,0.787,0.229,0.5,0.023,0.0,0.043,0.205,0.023,275.618,190.645,293.34,0.532,445.67,114.545,0.086,242.236,0.782,25.073,2.5,2.5,1.291,0.25,1.5,human
873359,6,3,3,3,1.0,383.397,137.225,596.395,0.667,362.452,2.0,1.0,1.732,0.333,1.5,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.732,0.333,1.5,45.832,0.0,79.383,0.0,68.748,889.745,889.745,745.38,0.296,527.063,889.745,889.745,745.38,0.296,527.063,2.0,1.0,1.732,0.333,1.5,human
976339,43,12,8,3,0.375,48.14,0.034,108.6,0.841,22.944,5.375,2.0,9.999,0.642,1.5,2.5,2.0,2.07,0.375,1.5,3.071,1.0,6.367,0.6,0.75,44.729,0.0,112.712,0.529,0.033,107.359,24.801,146.058,0.641,78.565,82.354,20.462,134.504,0.737,97.809,3.583,2.0,4.738,0.486,1.25,human
435954,82,12,5,3,0.6,25.212,0.365,61.431,0.854,21.084,16.4,2.0,32.769,0.732,2.0,3.6,2.0,4.219,0.489,2.0,10.25,3.0,14.469,0.616,9.75,224.802,34.133,373.155,0.631,257.574,34.827,0.507,60.356,0.736,48.969,20.758,0.365,48.064,0.845,21.104,6.833,5.0,5.474,0.411,6.5,human
837966,32,8,3,3,1.0,28.521,0.065,85.951,0.873,21.712,10.667,4.0,14.224,0.542,13.0,2.667,2.0,2.082,0.333,2.0,3.556,1.0,5.57,0.576,1.0,77.455,0.0,232.344,0.75,0.013,23.38,11.479,39.323,0.686,23.528,40.854,0.181,105.382,0.844,23.616,4.0,2.5,3.464,0.422,4.25,human
493769,224,15,10,6,0.6,9.465,0.253,25.194,0.856,4.615,22.4,5.5,44.543,0.712,9.0,4.0,3.0,3.887,0.43,1.0,4.0,1.0,7.459,0.612,2.0,19.447,0.0,101.252,0.894,0.792,18.576,4.374,33.724,0.734,18.135,9.79,0.319,26.813,0.863,4.083,14.933,6.0,20.041,0.612,19.0,human
654968,13,4,4,4,1.0,134.882,16.873,299.358,0.796,96.812,3.25,1.0,4.5,0.519,2.25,1.25,1.0,0.5,0.15,0.25,3.25,1.0,4.5,0.519,2.25,132.025,0.0,264.05,0.0,132.025,363.495,29.525,595.428,0.636,520.464,251.655,29.525,451.927,0.718,157.766,3.25,1.5,3.862,0.481,2.75,human
787657,29,6,9,7,0.778,64.493,5.491,160.289,0.821,35.934,3.222,1.0,4.353,0.536,1.0,1.222,1.0,0.441,0.141,0.0,2.636,1.0,4.056,0.533,0.0,15.339,0.0,50.016,0.485,0.0,163.709,71.794,244.359,0.655,165.435,148.828,69.64,237.015,0.686,160.068,4.833,2.0,7.935,0.592,0.75,human
656637,21,11,6,5,0.833,17.063,0.016,65.015,0.934,0.094,3.5,2.0,4.68,0.5,0.75,2.167,2.0,1.472,0.295,0.75,3.0,1.0,4.435,0.531,1.0,0.036,0.0,0.078,0.525,0.021,56.834,0.167,115.546,0.781,38.613,20.073,0.03,70.394,0.922,0.128,1.909,1.0,1.221,0.312,1.5,human
558633,198,9,13,6,0.462,10.852,0.313,27.315,0.852,3.074,15.231,9.0,19.018,0.576,22.0,2.231,2.0,1.013,0.233,1.0,1.571,1.0,1.382,0.308,0.75,2.631,0.0,14.349,0.833,0.004,14.451,0.33,31.775,0.828,14.795,12.333,0.218,30.443,0.858,3.073,22.0,16.0,24.658,0.543,21.0,human
639846,10,3,9,9,1.0,237.455,118.017,297.26,0.604,231.13,1.111,1.0,0.333,0.089,0.0,1.111,1.0,0.333,0.089,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.455,118.017,297.26,0.604,231.13,427.44,433.994,363.117,0.399,544.918,3.333,1.0,4.041,0.467,3.5,human
496484,68,6,53,41,0.774,32.68,10.919,61.814,0.729,24.54,1.283,1.0,1.063,0.205,0.0,1.057,1.0,0.305,0.052,0.0,1.079,1.0,0.272,0.068,0.0,0.893,0.0,3.798,0.393,0.0,34.408,11.072,63.94,0.731,25.779,55.185,18.285,82.498,0.672,58.058,11.333,2.0,17.328,0.657,13.25,human
487658,247,13,21,15,0.714,5.678,0.358,14.249,0.834,2.528,11.762,1.0,25.477,0.783,0.0,1.762,1.0,1.758,0.368,0.0,2.744,1.0,6.35,0.535,1.0,5.208,0.0,14.015,0.685,0.582,10.426,2.114,18.87,0.741,13.861,5.941,0.236,14.288,0.83,3.288,19.0,10.0,29.947,0.638,10.0,human
934495,127,12,8,4,0.5,15.884,0.154,44.538,0.883,0.936,15.875,6.0,26.734,0.651,6.0,4.0,2.5,4.106,0.477,3.75,3.256,2.0,3.898,0.489,2.5,21.543,0.031,95.574,0.905,0.645,30.559,0.551,57.35,0.784,36.179,18.935,0.221,50.769,0.868,6.366,10.583,5.0,15.383,0.556,2.5,human
347977,129,12,13,4,0.308,16.379,0.235,38.332,0.834,14.51,9.923,1.0,16.973,0.696,13.0,2.077,1.0,2.397,0.433,0.0,2.58,1.0,3.62,0.513,1.0,18.148,0.0,67.163,0.789,0.094,24.268,5.127,47.798,0.759,22.554,10.087,0.085,33.112,0.896,0.506,10.75,6.5,16.75,0.539,3.25,human
473645,219,12,6,2,0.333,4.763,0.259,20.335,0.892,1.45,36.5,3.5,80.129,0.768,4.75,3.833,2.5,3.656,0.413,1.75,9.125,1.5,13.873,0.647,14.75,19.102,0.0,31.455,0.495,27.929,25.214,2.168,56.359,0.796,14.965,4.622,0.281,12.538,0.852,2.082,18.25,11.0,24.669,0.57,9.0,human
786434,21,8,15,13,0.867,97.493,25.481,127.017,0.624,110.163,1.4,1.0,1.056,0.248,0.0,1.267,1.0,0.799,0.189,0.0,1.167,1.0,0.383,0.119,0.0,0.846,0.0,3.5,0.651,0.0,113.802,64.466,131.398,0.569,148.451,80.884,25.004,104.231,0.617,82.477,2.625,2.0,3.021,0.423,1.0,human
849947,254,16,33,15,0.455,3.665,0.383,7.415,0.784,3.491,7.697,2.0,12.11,0.651,5.0,2.273,2.0,1.719,0.303,1.0,2.228,2.0,2.627,0.366,1.0,1.575,0.001,4.783,0.825,0.208,6.616,2.854,9.5,0.663,8.554,4.733,0.721,8.322,0.745,5.786,15.875,8.5,20.484,0.581,13.5,human
498785,17,10,7,4,0.571,129.188,10.338,221.588,0.752,160.744,2.429,1.0,2.936,0.454,1.0,2.0,1.0,2.236,0.408,0.5,2.125,1.0,2.8,0.449,0.25,2.608,0.0,7.141,0.472,0.147,292.307,162.219,259.821,0.45,352.513,137.799,20.274,226.578,0.736,161.222,1.7,1.5,0.823,0.241,1.0,human
564385,234,17,41,31,0.756,9.447,0.281,26.414,0.855,3.363,5.707,1.0,16.151,0.74,2.0,2.341,1.0,2.762,0.461,1.0,2.412,1.0,3.041,0.467,1.0,4.338,0.0,14.559,0.768,0.247,18.546,3.033,37.488,0.766,22.061,9.86,0.274,28.551,0.863,3.319,13.765,13.0,10.935,0.406,14.0,human
385597,56,8,46,43,0.935,39.232,20.982,56.656,0.662,45.665,1.217,1.0,1.073,0.172,0.0,1.087,1.0,0.354,0.076,0.0,1.143,1.0,0.456,0.114,0.0,2.043,0.0,13.998,0.785,0.0,42.867,23.168,58.377,0.63,44.094,49.273,25.703,67.91,0.627,71.707,7.0,1.5,13.544,0.696,2.5,human
485673,32,7,2,1,0.5,38.739,0.431,96.388,0.862,11.482,16.0,16.0,21.213,0.469,15.0,4.0,4.0,4.243,0.375,3.0,10.667,11.0,9.504,0.396,9.5,278.689,90.712,406.681,0.392,372.677,182.417,182.417,114.6,0.222,81.034,40.666,0.386,101.964,0.862,11.485,4.571,5.0,1.813,0.188,2.5,human
734676,74,8,3,1,0.333,29.705,0.572,58.714,0.792,20.055,24.667,14.0,18.475,0.288,16.0,6.667,7.0,0.577,0.033,0.5,3.524,2.0,4.179,0.507,3.0,34.693,0.039,72.883,0.677,31.517,71.996,40.592,85.64,0.591,117.791,30.011,0.478,62.26,0.806,20.058,9.25,9.5,7.704,0.389,7.25,human
466495,59,7,5,2,0.4,36.392,0.162,112.982,0.9,5.158,11.8,2.0,21.382,0.678,2.0,2.8,2.0,2.168,0.371,3.0,4.917,2.0,7.051,0.569,2.0,90.385,0.054,209.796,0.79,7.053,93.281,5.222,197.241,0.798,55.228,40.44,0.162,118.764,0.891,7.226,8.429,12.0,5.563,0.329,8.5,human
763866,238,13,22,4,0.182,9.007,0.044,30.023,0.896,1.324,10.818,3.0,26.291,0.719,6.75,2.591,2.0,2.062,0.366,2.75,3.091,2.0,2.921,0.457,3.0,7.759,0.008,19.582,0.778,0.295,20.226,0.47,48.437,0.842,11.329,9.635,0.026,33.707,0.912,0.442,18.308,6.0,27.813,0.639,21.0,human
557498,20,5,17,17,1.0,109.667,24.312,160.782,0.685,151.104,1.176,1.0,0.728,0.141,0.0,1.176,1.0,0.728,0.141,0.0,1.111,1.0,0.471,0.094,0.0,1.424,0.0,6.043,0.0,0.0,121.061,27.232,166.6,0.661,195.744,126.933,16.996,183.754,0.648,257.45,4.0,1.0,6.708,0.6,0.0,human
488633,217,14,48,14,0.292,1.76,0.073,4.016,0.829,1.281,4.521,2.0,6.175,0.503,2.25,2.25,2.0,1.973,0.389,1.0,1.539,1.0,1.239,0.292,1.0,0.719,0.0,2.896,0.785,0.001,1.991,0.146,4.176,0.804,1.785,1.911,0.108,4.219,0.818,1.394,15.5,13.5,15.97,0.494,13.25,human
883598,9,4,3,3,1.0,180.69,111.339,205.014,0.573,324.813,3.0,4.0,1.732,0.222,1.5,2.0,2.0,1.0,0.222,1.0,1.8,2.0,0.837,0.222,1.0,148.71,2.833,211.035,0.406,285.566,175.494,111.339,220.117,0.572,246.414,160.71,2.833,275.687,0.662,239.394,2.25,1.5,1.893,0.361,1.75,human
589798,95,6,8,2,0.25,17.212,0.017,83.063,0.95,0.733,11.875,6.5,15.441,0.517,6.5,2.375,2.5,0.744,0.151,1.0,6.333,3.0,7.547,0.549,6.5,12.783,0.013,28.352,0.749,4.615,101.873,0.359,199.366,0.796,39.745,15.148,0.001,74.171,0.949,0.668,15.833,12.0,18.324,0.549,20.75,human
637698,32,10,17,16,0.941,70.486,11.735,149.417,0.773,81.014,1.882,1.0,1.219,0.316,2.0,1.353,1.0,0.702,0.21,0.0,1.6,1.0,0.995,0.278,1.25,14.527,0.0,64.618,0.83,0.05,99.712,45.708,175.112,0.659,81.181,89.646,15.697,177.167,0.763,75.958,3.2,1.0,4.392,0.538,2.5,human
464844,247,8,10,5,0.5,1.439,0.053,5.515,0.906,0.248,24.7,2.0,59.92,0.81,8.0,2.7,2.0,2.263,0.396,2.0,9.5,3.0,16.51,0.651,9.0,7.031,0.052,20.761,0.84,2.128,6.852,1.589,11.68,0.699,9.889,2.012,0.032,6.552,0.888,0.398,30.875,27.0,27.591,0.409,18.25,human
489996,15,4,5,1,0.2,10.468,0.044,21.834,0.818,1.309,3.0,2.0,2.345,0.347,1.0,1.4,1.0,0.548,0.171,1.0,3.0,2.0,2.345,0.347,1.0,5.406,0.006,11.957,0.745,0.22,29.881,27.0,33.877,0.516,54.223,13.464,0.102,29.055,0.787,1.694,3.75,2.5,3.775,0.45,4.25,human
545487,236,11,30,5,0.167,1.33,0.024,3.934,0.894,0.143,7.867,4.0,10.725,0.587,5.0,3.167,2.0,2.183,0.36,2.0,3.105,2.0,3.092,0.456,2.25,0.352,0.002,1.522,0.865,0.033,3.81,0.157,6.128,0.743,7.263,1.724,0.023,4.478,0.872,0.166,21.455,9.0,28.675,0.596,25.0,human
976347,285,14,26,11,0.423,7.53,0.215,21.125,0.86,3.096,10.962,5.5,13.861,0.6,11.75,1.731,1.0,1.185,0.312,1.75,1.748,1.0,2.164,0.38,0.0,5.207,0.0,26.095,0.797,0.0,7.961,0.053,23.661,0.881,1.856,11.882,0.32,29.967,0.838,7.441,20.357,4.0,60.11,0.787,2.75,human
997983,96,10,4,4,1.0,22.888,0.061,66.47,0.89,3.319,24.0,1.0,46.0,0.719,23.0,3.25,1.0,4.5,0.519,2.25,13.714,1.0,20.934,0.652,16.0,309.99,0.0,392.39,0.071,670.684,0.736,0.075,1.506,0.757,0.299,25.052,0.064,70.336,0.882,4.56,9.6,8.0,6.62,0.342,5.5,human
946478,118,13,4,3,0.75,18.669,0.118,41.829,0.838,16.524,29.5,7.5,48.515,0.657,30.5,4.0,2.0,4.69,0.469,2.5,6.941,4.0,7.537,0.531,8.0,83.025,23.552,112.466,0.556,143.218,48.301,13.512,67.052,0.675,67.595,19.318,0.112,43.961,0.844,8.957,9.077,9.0,7.719,0.451,11.0,human
644676,89,2,3,3,1.0,24.857,8.289,46.168,0.713,23.204,29.667,1.0,49.652,0.644,43.0,1.0,1.0,0.0,0.0,0.0,17.8,4.0,21.742,0.557,38.0,402.917,480.026,386.284,0.101,748.452,43.204,46.482,36.266,0.386,56.539,43.204,46.482,36.266,0.386,56.539,44.5,44.5,60.104,0.478,42.5,human
745783,26,11,7,3,0.429,56.366,0.29,103.365,0.785,71.879,3.714,4.0,2.138,0.297,3.0,2.286,2.0,0.756,0.161,1.0,1.529,1.0,0.717,0.226,1.0,0.052,0.0,0.099,0.484,0.028,88.016,14.439,118.856,0.666,143.008,49.627,0.232,102.258,0.814,29.612,2.364,1.0,2.693,0.462,1.0,human
967837,21,8,8,6,0.75,91.176,27.164,112.905,0.634,192.95,2.625,1.5,2.264,0.411,2.5,2.0,1.5,1.195,0.297,2.0,1.75,2.0,0.754,0.218,1.0,60.076,0.013,111.385,0.625,54.672,100.237,41.426,108.701,0.564,200.833,84.256,23.713,113.659,0.667,184.946,2.625,1.0,2.774,0.458,2.0,human
597633,116,13,19,10,0.526,18.026,0.546,39.52,0.803,21.272,6.105,1.0,9.539,0.652,4.0,1.789,1.0,1.032,0.285,2.0,2.417,2.0,2.483,0.418,2.0,15.671,0.002,46.362,0.781,3.231,28.102,1.512,47.322,0.735,36.764,25.651,0.631,49.415,0.779,33.989,8.923,2.0,19.028,0.721,2.0,human
767638,23,4,10,8,0.8,15.78,0.823,48.367,0.843,10.246,2.3,1.0,3.773,0.5,0.0,1.3,1.0,0.949,0.208,0.0,2.091,1.0,2.468,0.435,0.5,5.567,0.0,18.006,0.651,0.035,28.593,8.577,70.261,0.768,12.788,32.983,10.678,73.253,0.726,5.246,5.75,5.0,5.188,0.424,7.25,human
473443,277,18,27,11,0.407,4.617,0.13,14.178,0.887,1.072,10.259,2.0,16.86,0.678,9.0,2.556,2.0,2.136,0.408,2.5,2.007,1.0,2.562,0.408,1.0,0.933,0.0,4.78,0.851,0.037,8.36,0.448,18.973,0.826,3.191,4.205,0.087,14.069,0.896,0.895,15.389,7.5,24.701,0.638,18.5,human
479949,8,6,1,1,1.0,34.373,0.026,90.682,0.856,0.252,8.0,8.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,240.61,240.61,0.0,0.0,0.0,,,0.0,0.0,,40.098,0.037,97.942,0.832,0.366,1.333,1.0,0.516,0.167,0.75,human
655585,292,12,25,14,0.56,5.196,0.662,10.453,0.775,4.94,11.68,3.0,23.391,0.718,4.0,2.4,2.0,1.607,0.321,2.0,2.679,1.0,3.07,0.484,2.0,7.197,0.0,16.855,0.653,2.027,6.736,1.303,12.476,0.743,8.841,5.148,0.64,9.93,0.762,5.156,24.333,6.0,58.712,0.731,7.0,human
586446,281,15,12,8,0.667,1.846,0.057,4.456,0.85,0.608,23.417,4.5,41.52,0.732,17.5,2.5,1.5,2.067,0.394,2.0,4.391,3.0,6.101,0.509,3.0,1.838,0.125,4.543,0.778,1.055,6.337,4.731,6.654,0.549,8.975,2.77,0.109,5.246,0.792,2.213,18.733,7.0,39.425,0.701,13.5,human
357874,54,4,20,15,0.75,38.31,1.169,76.457,0.801,31.455,2.7,1.0,3.342,0.507,1.5,1.05,1.0,0.224,0.045,0.0,1.862,1.0,1.706,0.372,1.0,6.488,0.0,28.888,0.823,0.106,65.795,23.0,95.703,0.688,77.837,118.175,50.868,131.76,0.57,236.481,13.5,10.0,13.128,0.444,12.0,human
397645,24,11,9,8,0.889,39.499,0.32,61.653,0.729,67.358,2.667,1.0,2.693,0.454,3.0,2.111,1.0,2.028,0.398,2.0,1.714,1.0,0.994,0.28,1.0,12.831,0.0,26.942,0.552,16.125,56.066,0.284,74.703,0.655,108.977,26.36,0.302,46.344,0.765,26.169,2.182,1.0,1.888,0.386,1.5,human
658464,9,3,6,2,0.333,230.582,67.27,397.677,0.701,197.046,1.5,1.5,0.548,0.167,1.0,1.167,1.0,0.408,0.119,0.0,1.5,1.5,0.548,0.167,1.0,4.379,0.045,9.247,0.583,2.346,363.676,175.95,466.51,0.547,261.28,329.106,71.408,489.726,0.635,269.557,3.0,2.0,1.732,0.222,1.5,human
379836,61,1,61,59,0.967,35.37,0.226,75.824,0.813,29.644,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.37,0.226,75.824,0.813,29.644,,,0.0,0.0,,61.0,61.0,0.0,0.0,0.0,human
665376,174,13,32,26,0.812,12.761,0.041,40.162,0.894,0.866,5.438,1.0,15.347,0.734,1.25,1.531,1.0,1.244,0.297,0.0,1.812,1.0,1.773,0.378,0.0,0.124,0.0,0.513,0.625,0.0,23.114,0.183,52.067,0.806,20.852,13.033,0.041,41.342,0.895,1.723,13.385,9.0,14.163,0.504,14.0,human
987437,66,9,8,3,0.375,28.512,6.103,45.959,0.731,38.308,8.25,6.5,6.453,0.409,9.25,2.5,2.0,1.604,0.325,3.0,2.062,2.0,1.413,0.297,1.0,17.33,0.005,42.466,0.747,18.924,41.894,19.303,48.124,0.599,56.658,28.612,2.122,43.95,0.72,48.196,7.333,6.0,6.928,0.468,7.0,human
755937,62,11,14,3,0.214,35.855,0.082,157.287,0.933,3.943,4.429,2.0,4.783,0.488,3.5,2.643,2.0,1.781,0.349,3.0,3.263,2.0,3.679,0.47,1.5,13.904,0.001,38.407,0.786,7.671,106.83,1.38,279.838,0.859,36.406,47.107,0.105,185.363,0.919,10.954,5.636,5.0,6.071,0.513,5.0,human
995987,211,10,48,4,0.083,10.543,0.003,43.542,0.921,0.836,4.396,2.0,5.335,0.555,5.0,1.354,1.0,0.812,0.221,0.0,1.172,1.0,0.692,0.138,0.0,0.059,0.0,0.531,0.854,0.0,12.309,0.001,46.955,0.909,2.086,23.946,1.986,70.658,0.85,16.042,21.1,4.5,42.94,0.733,15.75,human
949663,232,11,10,3,0.3,7.066,0.477,18.384,0.844,2.556,23.2,2.0,64.603,0.823,2.75,2.4,1.5,2.459,0.417,1.75,8.0,2.0,12.16,0.654,9.0,45.398,0.066,86.973,0.582,53.519,11.274,1.477,19.439,0.741,15.299,5.986,0.2,19.038,0.882,1.343,21.091,3.0,41.664,0.729,17.0,human
938599,158,14,66,55,0.833,13.999,0.571,32.796,0.801,14.524,2.394,1.0,5.01,0.535,0.0,1.455,1.0,1.303,0.272,0.0,1.534,1.0,2.038,0.32,0.0,0.682,0.0,2.889,0.707,0.0,20.859,3.617,38.965,0.731,27.039,13.976,0.812,30.559,0.795,16.788,11.286,8.0,11.111,0.47,8.75,human
893456,220,11,29,5,0.172,1.382,0.003,7.113,0.957,0.01,7.586,6.0,6.423,0.437,8.0,2.621,2.0,1.293,0.194,1.0,2.268,2.0,1.066,0.219,0.0,0.06,0.001,0.36,0.948,0.002,3.092,0.004,10.524,0.912,0.228,1.011,0.002,5.8,0.962,0.007,20.0,4.0,32.178,0.682,14.0,human
489669,93,8,3,3,1.0,23.263,0.006,46.436,0.807,24.608,31.0,4.0,48.508,0.609,42.5,3.0,3.0,1.0,0.148,1.0,18.6,4.0,27.772,0.645,20.0,395.424,0.01,647.686,0.503,485.911,40.757,5.474,74.383,0.716,46.081,23.575,0.005,47.4,0.81,24.286,11.625,1.5,14.51,0.582,26.0,human
783687,6,1,6,6,1.0,143.284,26.775,241.824,0.677,70.714,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.284,26.775,241.824,0.677,70.714,,,0.0,0.0,,6.0,6.0,0.0,0.0,0.0,human
985689,272,13,37,18,0.486,4.086,0.028,7.983,0.778,4.006,7.351,3.0,20.758,0.691,3.0,2.324,2.0,1.51,0.318,2.0,2.894,2.5,2.92,0.412,2.0,4.395,0.001,18.628,0.883,0.055,7.464,4.772,8.339,0.555,8.913,3.941,0.002,7.833,0.779,3.775,20.923,8.0,29.993,0.628,12.0,human
549558,24,3,4,1,0.25,48.351,0.852,126.448,0.862,15.378,6.0,2.0,8.718,0.583,6.0,1.5,1.0,1.0,0.25,0.5,6.0,2.0,8.718,0.583,6.0,57.364,0.57,113.969,0.495,57.934,294.207,341.262,255.005,0.38,251.727,174.411,0.44,301.373,0.665,261.01,8.0,1.0,12.124,0.583,10.5,human
375334,238,15,62,29,0.468,0.744,0.062,2.053,0.847,0.294,3.839,2.5,4.681,0.52,3.0,1.839,1.0,1.484,0.347,1.0,1.408,1.0,1.032,0.247,0.0,0.054,0.0,0.378,0.821,0.0,0.996,0.11,2.368,0.817,0.523,0.892,0.065,2.328,0.842,0.367,15.867,6.0,19.932,0.607,22.5,human
955346,47,10,15,11,0.733,46.13,24.789,75.214,0.656,55.662,3.133,1.0,4.051,0.539,2.0,1.467,1.0,0.99,0.261,0.0,1.469,1.0,1.135,0.276,0.0,5.403,0.0,19.988,0.648,0.0,62.873,45.791,85.725,0.566,54.159,53.089,25.639,85.767,0.651,70.01,4.7,1.5,7.543,0.615,2.0,human
736966,219,12,10,5,0.5,1.986,0.081,7.938,0.909,0.348,21.9,11.5,24.893,0.558,26.75,3.2,2.0,2.573,0.394,3.5,2.305,1.0,2.674,0.452,1.0,0.725,0.0,3.143,0.82,0.151,3.875,0.245,11.458,0.863,1.25,3.145,0.15,10.279,0.881,1.073,18.25,11.0,20.706,0.524,13.0,human
763374,255,16,29,11,0.379,0.632,0.088,1.872,0.834,0.303,8.793,2.0,13.563,0.666,12.0,2.345,1.0,2.272,0.435,2.0,3.446,2.0,4.052,0.503,3.0,0.324,0.031,0.668,0.645,0.343,1.871,0.517,3.157,0.707,1.694,0.886,0.096,2.409,0.841,0.485,15.938,5.0,38.988,0.713,6.25,human
