contributor,feat_NA,feat_NT,feat_NR,feat_NOR,feat_ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,acc_type
697853,291,13,22,14,0.636,6.556,0.502,16.461,0.812,4.931,13.227,1.0,36.663,0.827,1.75,1.591,1.0,1.182,0.3,0.0,5.82,2.0,10.038,0.641,5.0,28.687,0.114,58.301,0.65,25.894,9.528,2.321,18.098,0.71,13.457,5.702,0.732,9.05,0.726,7.201,22.385,2.0,69.35,0.847,5.0,human
475348,277,10,25,20,0.8,7.729,0.506,17.921,0.812,6.686,11.08,1.0,49.985,0.873,0.0,1.36,1.0,1.44,0.249,0.0,6.756,1.0,11.106,0.681,6.0,35.921,0.0,76.327,0.522,34.965,16.511,4.504,23.49,0.678,22.849,8.334,0.761,17.616,0.806,7.076,27.7,4.5,52.103,0.717,27.25,human
983377,70,5,5,5,1.0,29.24,0.068,120.151,0.941,0.519,14.0,1.0,28.513,0.737,1.0,1.4,1.0,0.894,0.229,0.0,10.0,1.0,15.695,0.665,13.0,95.508,0.0,189.433,0.25,83.713,224.833,58.468,318.424,0.652,364.215,114.395,16.785,232.626,0.788,87.342,14.0,4.0,24.114,0.663,4.0,human
633475,99,13,20,10,0.5,21.63,0.819,46.551,0.788,23.511,4.95,1.0,7.251,0.626,3.25,2.15,1.0,1.981,0.406,2.0,1.833,1.0,1.194,0.312,1.0,7.405,0.0,24.923,0.822,0.042,32.451,19.226,56.243,0.68,29.432,24.758,1.726,53.317,0.782,24.552,7.615,4.0,10.759,0.541,2.0,human
669585,5,3,2,2,1.0,119.723,84.499,135.843,0.522,133.33,2.5,2.5,2.121,0.3,1.5,1.5,1.5,0.707,0.167,0.5,2.5,2.5,2.121,0.3,1.5,84.846,84.846,119.99,0.0,84.846,309.202,309.202,0.0,0.0,0.0,215.585,215.585,132.395,0.217,93.618,1.667,1.0,1.155,0.267,1.0,human
999675,6,2,5,5,1.0,374.816,195.929,454.584,0.566,422.057,1.2,1.0,0.447,0.133,0.0,1.0,1.0,0.0,0.0,0.0,1.2,1.0,0.447,0.133,0.0,0.179,0.0,0.401,0.0,0.0,468.296,344.001,466.125,0.458,483.395,195.929,195.929,0.0,0.0,0.0,3.0,3.0,1.414,0.167,1.0,human
374976,242,14,29,28,0.966,6.115,0.198,17.234,0.847,3.686,8.345,1.0,30.184,0.808,2.0,1.862,1.0,1.941,0.39,0.0,2.916,1.0,4.964,0.564,1.0,5.147,0.0,15.736,0.742,0.019,12.763,3.329,26.073,0.754,11.573,7.468,0.437,19.649,0.832,4.695,17.286,12.0,15.188,0.462,19.75,human
867437,203,14,20,4,0.2,4.531,0.005,17.336,0.931,0.088,10.15,3.5,13.67,0.599,11.5,3.05,2.0,2.282,0.355,1.25,2.942,2.0,3.253,0.423,2.0,0.702,0.001,3.965,0.952,0.005,12.747,0.065,28.093,0.825,13.655,4.616,0.002,17.835,0.931,0.044,14.5,4.0,26.103,0.697,5.5,human
754878,276,8,10,1,0.1,3.0,0.091,10.34,0.902,0.323,27.6,23.0,28.683,0.514,31.0,4.1,4.5,2.767,0.354,4.75,5.018,2.0,7.811,0.601,4.0,9.776,0.089,22.608,0.755,3.043,5.323,0.221,16.388,0.865,1.138,1.159,0.023,3.67,0.905,0.09,34.5,12.5,64.693,0.645,5.5,human
369748,220,12,11,8,0.727,5.011,0.342,21.431,0.89,1.127,20.0,3.0,51.217,0.808,4.0,2.0,1.0,2.098,0.397,1.0,6.111,1.5,9.414,0.641,6.25,21.199,0.049,60.402,0.75,4.795,9.551,0.709,22.507,0.798,10.255,4.08,0.414,13.192,0.853,1.634,18.333,11.5,18.612,0.529,31.25,human
949973,100,8,20,14,0.7,19.829,0.001,41.616,0.787,19.823,5.0,1.0,11.23,0.703,1.0,1.4,1.0,0.754,0.225,0.25,2.273,3.0,1.107,0.239,2.0,1.759,0.0,11.642,0.964,0.001,43.854,22.671,53.451,0.605,45.36,21.52,0.001,44.137,0.773,22.268,12.5,7.0,13.352,0.532,24.25,human
368755,138,14,14,7,0.5,15.449,0.029,87.472,0.965,0.173,9.857,2.5,23.168,0.744,4.5,2.929,2.5,2.895,0.42,2.75,6.0,2.0,8.383,0.612,5.5,5.16,0.004,14.757,0.792,0.653,90.813,0.617,205.891,0.844,18.013,18.107,0.029,95.716,0.965,0.132,9.857,10.0,6.837,0.377,13.0,human
673453,201,12,10,5,0.5,0.718,0.108,1.972,0.821,0.429,20.1,6.5,36.014,0.671,16.5,2.8,2.5,2.044,0.371,2.75,2.716,1.0,3.394,0.49,2.0,0.947,0.0,2.518,0.687,0.386,1.007,0.149,2.427,0.806,0.674,0.835,0.101,2.222,0.834,0.468,16.75,11.0,13.532,0.429,22.25,human
735546,145,10,70,58,0.829,14.27,1.358,25.955,0.764,14.682,2.071,1.0,3.196,0.468,0.0,1.171,1.0,0.481,0.131,0.0,1.686,1.0,1.954,0.364,0.0,2.816,0.0,13.222,0.781,0.0,21.325,9.794,30.787,0.681,28.688,22.678,9.482,33.301,0.691,29.185,14.5,3.0,21.773,0.654,11.25,human
983794,82,11,10,8,0.8,23.451,0.298,63.849,0.873,9.684,8.2,3.0,11.163,0.6,5.5,3.3,3.0,2.669,0.403,3.5,5.125,3.0,5.34,0.494,4.5,28.871,0.639,67.635,0.75,23.087,95.838,44.376,109.555,0.565,112.048,26.536,0.346,68.976,0.864,11.656,7.455,6.0,7.828,0.488,8.5,human
957398,86,12,7,5,0.714,24.384,1.901,50.994,0.803,20.988,12.286,5.0,22.976,0.691,6.0,3.714,4.0,3.039,0.407,4.0,5.375,2.0,11.289,0.656,3.5,64.768,1.195,126.548,0.637,33.962,69.091,53.409,60.399,0.466,95.855,23.995,1.901,44.525,0.777,21.817,7.167,2.5,9.962,0.593,4.25,human
778659,30,9,7,3,0.429,43.668,0.028,119.141,0.889,0.865,4.286,3.0,3.729,0.438,6.0,2.429,2.0,1.618,0.336,2.5,1.429,1.0,0.87,0.244,0.0,0.19,0.0,0.819,0.765,0.0,63.118,0.037,140.123,0.841,4.709,35.678,0.017,110.447,0.908,0.799,3.333,3.0,2.0,0.311,3.0,human
645759,22,8,6,6,1.0,103.298,1.871,185.632,0.776,58.096,3.667,2.0,3.204,0.348,1.5,1.5,1.5,0.548,0.167,1.0,2.2,1.0,2.251,0.418,1.0,76.858,0.0,235.186,0.735,0.513,155.631,6.236,239.039,0.703,240.423,108.59,1.871,202.958,0.77,45.523,2.75,1.5,2.765,0.443,2.25,human
873775,96,9,7,5,0.714,23.279,0.429,97.962,0.919,3.84,13.714,13.0,14.02,0.512,18.0,2.714,2.0,1.976,0.346,2.0,2.462,1.0,3.748,0.48,1.5,17.358,0.0,83.35,0.853,1.212,40.383,1.942,130.954,0.888,12.53,47.08,1.942,140.917,0.883,13.892,10.667,4.0,19.818,0.655,5.0,human
447773,14,6,7,5,0.714,100.218,0.81,224.611,0.832,46.212,2.0,1.0,1.528,0.347,1.5,1.571,1.0,0.976,0.26,1.0,1.75,1.0,1.165,0.304,1.25,0.034,0.0,0.061,0.313,0.048,186.081,46.26,286.819,0.688,263.501,130.1,2.607,250.933,0.783,62.869,2.333,1.0,2.422,0.429,1.5,human
735455,60,5,15,11,0.733,29.715,1.67,70.505,0.817,20.988,4.0,1.0,6.782,0.631,0.0,1.133,1.0,0.516,0.11,0.0,2.143,1.0,2.399,0.439,1.0,9.579,0.0,27.278,0.621,0.118,54.998,7.553,98.291,0.76,58.02,53.396,7.813,102.806,0.752,52.188,12.0,2.0,18.344,0.633,9.0,human
559378,6,3,1,1,1.0,0.025,0.009,0.033,0.558,0.019,6.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,,,0.0,0.0,,0.038,0.025,0.038,0.42,0.036,2.0,2.0,1.0,0.222,1.0,human
964958,272,14,34,19,0.559,7.854,0.443,18.566,0.818,6.547,8.0,2.5,15.329,0.673,4.5,2.382,2.0,1.826,0.333,2.0,1.591,1.0,1.211,0.292,1.0,1.938,0.0,6.425,0.758,0.041,10.57,0.914,22.326,0.796,9.49,8.236,0.532,18.186,0.81,7.401,19.429,9.5,26.474,0.58,20.25,human
797739,229,10,27,5,0.185,4.215,0.158,14.343,0.881,1.205,8.481,2.0,9.593,0.571,15.5,2.0,1.0,1.414,0.343,2.0,1.789,1.0,1.663,0.343,1.0,0.856,0.0,3.995,0.865,0.019,6.705,0.427,18.545,0.846,3.438,4.63,0.196,16.085,0.88,1.7,22.9,10.5,29.991,0.6,27.0,human
669554,35,6,6,5,0.833,61.953,0.53,128.925,0.815,27.361,5.833,1.5,10.87,0.662,1.0,1.5,1.5,0.548,0.167,1.0,3.889,1.0,6.254,0.597,1.0,62.436,0.0,117.372,0.502,42.335,193.058,147.896,187.159,0.476,207.832,203.904,191.776,170.62,0.428,201.961,5.833,2.0,9.888,0.595,0.0,human
338355,245,16,17,4,0.235,9.011,0.032,28.309,0.907,0.55,14.412,5.0,17.147,0.58,18.0,4.294,3.0,3.67,0.446,5.0,4.712,2.0,6.619,0.587,4.25,12.36,0.006,32.163,0.776,2.595,30.507,7.425,48.172,0.714,24.909,10.518,0.022,31.607,0.902,0.599,15.312,8.0,22.171,0.59,17.0,human
546794,11,6,2,2,1.0,0.022,0.008,0.033,0.638,0.014,5.5,5.5,6.364,0.409,4.5,3.5,3.5,3.536,0.357,2.5,3.667,4.0,2.517,0.303,2.5,0.068,0.094,0.06,0.041,0.055,0.007,0.007,0.0,0.021,0.0,0.022,0.007,0.035,0.662,0.012,1.833,1.5,1.169,0.288,1.0,human
675998,39,4,5,2,0.4,49.274,0.745,116.734,0.855,14.126,7.8,5.0,8.438,0.513,10.0,2.2,1.0,1.643,0.327,3.0,4.333,4.0,4.848,0.496,3.0,176.678,1.612,305.966,0.544,257.791,35.289,0.24,65.505,0.765,31.261,64.254,1.176,93.255,0.678,128.928,9.75,3.5,13.574,0.558,9.25,human
776533,14,5,3,3,1.0,76.001,0.093,267.108,0.919,1.057,4.667,1.0,6.351,0.524,5.5,2.0,1.0,1.732,0.333,1.5,4.667,1.0,6.351,0.524,5.5,7.73,0.0,13.39,0.0,11.596,482.409,482.409,682.207,0.5,482.393,0.386,0.106,0.587,0.68,0.433,2.8,1.0,3.033,0.457,2.0,human
667367,239,12,6,2,0.333,4.0,0.033,22.379,0.949,0.225,39.833,17.5,51.588,0.602,52.0,6.167,7.5,3.764,0.302,5.5,5.311,4.0,4.306,0.408,6.0,12.265,0.146,42.361,0.881,2.107,9.091,0.13,28.774,0.874,4.958,4.635,0.032,24.53,0.948,0.232,19.917,20.5,14.106,0.385,26.5,human
558356,281,15,6,5,0.833,6.983,0.004,21.721,0.899,0.532,46.833,18.0,78.157,0.678,33.25,6.333,5.5,5.279,0.412,8.5,10.036,2.0,26.339,0.744,7.0,34.84,0.517,57.802,0.605,46.535,36.286,9.021,48.834,0.664,72.048,10.368,0.042,26.068,0.864,2.357,18.733,10.0,18.744,0.529,30.5,human
485853,15,1,3,1,0.333,133.876,11.014,262.181,0.79,67.232,5.0,4.0,1.732,0.133,1.5,1.0,1.0,0.0,0.0,0.0,1.875,2.0,0.835,0.225,1.25,72.812,0.616,174.969,0.74,22.092,184.539,18.83,333.407,0.749,192.506,,,0.0,0.0,,15.0,15.0,0.0,0.0,0.0,human
856647,28,8,3,1,0.333,49.496,0.006,200.694,0.942,0.03,9.333,6.0,10.408,0.476,10.0,4.667,6.0,3.215,0.286,3.0,9.333,6.0,10.408,0.476,10.0,10.849,16.196,9.396,0.002,8.175,651.92,651.92,512.69,0.278,362.526,49.496,0.006,200.694,0.942,0.03,3.5,4.0,1.195,0.161,1.0,human
758698,284,6,3,1,0.333,7.408,0.0,39.405,0.964,0.001,94.667,9.0,152.73,0.627,133.5,3.667,4.0,2.517,0.303,2.5,31.556,11.0,35.708,0.57,48.0,155.706,98.703,160.714,0.47,313.399,86.88,31.144,109.656,0.617,150.334,15.224,0.002,57.032,0.935,0.032,47.333,11.0,89.712,0.691,8.25,human
974895,18,8,1,1,1.0,63.558,0.007,177.816,0.89,0.129,18.0,18.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,1080.485,1080.485,0.0,0.0,0.0,,,0.0,0.0,,3.217,0.006,11.683,0.923,0.042,2.25,2.0,0.463,0.083,0.25,human
889639,8,2,7,7,1.0,52.22,48.916,54.707,0.525,78.421,1.143,1.0,0.378,0.107,0.0,1.0,1.0,0.0,0.0,0.0,1.143,1.0,0.378,0.107,0.0,0.008,0.0,0.022,0.0,0.0,60.914,49.33,54.374,0.447,80.573,121.244,121.244,0.0,0.0,0.0,4.0,4.0,2.828,0.25,2.0,human
657659,81,12,12,6,0.5,26.564,0.068,67.452,0.875,1.837,6.75,2.0,11.355,0.659,4.25,2.833,2.0,2.657,0.431,1.75,2.893,2.0,2.753,0.45,3.0,22.202,0.002,64.117,0.8,1.253,55.684,0.554,98.396,0.774,64.328,30.927,0.086,72.966,0.858,3.911,6.75,6.0,5.61,0.441,8.5,human
846466,40,11,22,20,0.909,56.784,20.325,90.604,0.689,75.484,1.818,1.0,2.343,0.402,0.0,1.5,1.0,1.739,0.307,0.0,1.379,1.0,0.903,0.234,0.0,1.286,0.0,4.826,0.686,0.0,77.761,47.649,99.577,0.588,79.797,53.667,20.802,85.829,0.667,80.835,3.636,1.0,5.045,0.545,3.5,human
446785,56,7,11,5,0.455,35.921,0.209,101.385,0.894,0.668,5.091,2.0,4.763,0.471,7.5,1.727,1.0,1.272,0.316,1.0,1.697,1.0,1.551,0.338,1.0,11.415,0.0,64.771,0.893,0.101,49.967,0.337,114.896,0.846,12.952,38.959,0.234,103.306,0.88,0.658,8.0,4.0,9.11,0.531,8.5,human
794974,215,13,9,3,0.333,2.459,0.068,6.976,0.879,0.542,23.889,6.0,42.631,0.708,18.0,5.111,6.0,4.106,0.411,8.0,7.167,3.5,9.752,0.582,7.5,7.013,0.155,19.497,0.805,2.52,10.892,2.728,13.684,0.631,18.058,2.632,0.054,7.257,0.876,0.572,16.538,16.0,12.258,0.404,17.0,human
844896,17,3,2,1,0.5,9.72,0.002,38.863,0.937,0.003,8.5,8.5,10.607,0.441,7.5,1.5,1.5,0.707,0.167,0.5,8.5,8.5,10.607,0.441,7.5,0.029,0.029,0.04,0.0,0.029,155.456,155.456,0.0,0.0,0.0,77.738,77.738,109.91,0.5,77.718,5.667,2.0,7.234,0.51,6.5,human
987645,47,9,3,3,1.0,2.503,0.024,15.698,0.964,0.11,15.667,3.0,22.811,0.567,20.0,4.0,2.0,4.359,0.444,4.0,5.875,3.0,5.842,0.492,10.0,0.979,0.309,1.494,0.5,1.203,15.331,0.02,40.235,0.855,0.33,3.009,0.021,17.269,0.961,0.098,5.222,4.0,2.991,0.288,2.0,human
485964,275,16,52,23,0.442,4.22,0.193,10.413,0.842,2.211,5.288,2.0,8.813,0.621,3.0,1.923,1.0,1.619,0.368,1.0,2.037,1.0,1.422,0.34,2.0,1.109,0.0,4.793,0.821,0.282,7.511,1.121,13.367,0.75,9.396,5.344,0.28,11.336,0.803,4.357,17.188,8.5,32.152,0.648,9.5,human
853353,206,9,17,5,0.294,3.503,0.003,14.51,0.946,0.04,12.118,3.0,36.14,0.775,3.0,1.824,1.0,1.704,0.342,1.0,3.492,1.0,5.758,0.59,2.0,3.675,0.0,17.535,0.89,0.072,8.641,0.036,19.944,0.85,0.669,3.255,0.003,14.683,0.954,0.024,22.889,4.0,34.736,0.677,25.0,human
574384,253,13,18,9,0.5,4.11,0.194,9.292,0.81,3.622,14.056,3.0,29.23,0.744,5.75,2.889,2.0,2.698,0.44,2.0,3.776,2.0,5.747,0.555,3.0,5.866,0.003,15.431,0.755,1.62,9.738,4.066,14.866,0.669,12.262,5.543,0.224,11.466,0.792,6.107,19.462,9.0,28.532,0.614,15.0,human
943943,114,7,5,2,0.4,19.13,1.57,39.78,0.78,19.824,22.8,7.0,35.857,0.642,15.0,2.0,2.0,1.225,0.28,1.0,3.562,2.0,5.494,0.545,2.0,34.378,0.436,87.362,0.771,7.818,34.243,10.404,60.528,0.713,50.396,20.733,1.9,38.346,0.754,12.602,16.286,1.0,40.442,0.805,0.0,human
874575,275,13,11,7,0.636,3.673,0.421,12.788,0.843,1.457,25.0,2.0,72.435,0.849,2.5,2.545,1.0,3.078,0.481,1.5,10.185,2.0,20.017,0.735,6.0,32.313,0.003,91.29,0.787,9.093,5.152,2.106,7.589,0.681,4.339,4.578,0.132,17.418,0.89,1.045,21.154,5.0,52.238,0.751,10.0,human
947565,262,13,21,6,0.286,6.34,0.045,21.121,0.892,1.426,12.476,4.0,18.729,0.624,13.0,3.952,3.0,2.674,0.369,4.0,3.235,2.0,3.919,0.449,3.0,4.097,0.008,13.799,0.873,0.38,16.536,2.321,34.152,0.763,18.02,5.631,0.039,15.22,0.874,1.549,20.154,20.0,22.999,0.506,24.0,human
669375,230,13,16,11,0.688,0.493,0.041,2.221,0.892,0.123,14.375,2.0,23.712,0.704,16.5,2.875,1.0,3.181,0.484,2.0,1.855,1.0,1.424,0.343,1.0,0.284,0.0,2.236,0.904,0.019,0.633,0.063,2.058,0.865,0.215,0.492,0.04,2.274,0.889,0.145,17.692,18.0,16.79,0.409,13.0,human
447867,9,2,9,9,1.0,269.823,151.921,279.853,0.47,171.57,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.823,151.921,279.853,0.47,171.57,570.584,570.584,0.0,0.0,0.0,4.5,4.5,4.95,0.389,3.5,human
479489,230,16,18,10,0.556,2.632,0.11,7.358,0.846,1.371,12.778,6.5,18.245,0.623,16.25,3.333,2.0,3.181,0.467,4.25,2.644,1.0,4.052,0.494,1.0,1.477,0.0,5.341,0.804,0.085,5.514,1.328,10.481,0.732,6.75,4.06,0.666,9.096,0.781,3.779,14.375,11.0,16.661,0.554,14.5,human
833475,5,1,5,5,1.0,477.851,426.714,362.41,0.361,456.991,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.851,426.714,362.41,0.361,456.991,,,0.0,0.0,,5.0,5.0,0.0,0.0,0.0,human
975885,7,1,7,7,1.0,241.251,91.121,377.372,0.656,191.845,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.251,91.121,377.372,0.656,191.845,,,0.0,0.0,,7.0,7.0,0.0,0.0,0.0,human
876587,44,6,6,5,0.833,49.305,0.041,196.538,0.926,0.499,7.333,1.0,15.513,0.72,0.0,1.667,1.0,1.633,0.333,0.0,7.333,1.0,15.513,0.72,0.0,50.353,0.0,123.338,0.0,0.0,363.596,215.881,506.089,0.582,143.372,69.133,0.039,248.621,0.919,0.528,7.333,4.0,7.394,0.485,9.5,human
854665,6,1,6,6,1.0,133.301,84.419,162.156,0.535,71.252,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.301,84.419,162.156,0.535,71.252,,,0.0,0.0,,6.0,6.0,0.0,0.0,0.0,human
868948,37,10,7,5,0.714,57.891,2.963,128.276,0.787,59.452,5.286,1.0,7.274,0.595,5.5,2.286,1.0,2.36,0.429,1.5,2.846,2.0,2.23,0.399,3.0,78.12,0.299,187.615,0.666,51.041,89.042,63.701,111.027,0.564,75.197,62.394,4.782,137.142,0.778,67.63,3.7,2.5,3.164,0.435,4.75,human
434386,6,3,2,1,0.5,234.647,0.042,506.85,0.789,32.182,3.0,3.0,2.828,0.333,2.0,2.0,2.0,1.414,0.25,1.0,3.0,3.0,2.828,0.333,2.0,16.125,16.125,22.805,0.0,16.125,1140.985,1140.985,0.0,0.0,0.0,293.307,16.117,565.322,0.736,309.356,2.0,2.0,0.0,0.0,0.0,human
966997,43,8,5,2,0.4,38.898,0.013,185.135,0.952,0.06,8.6,3.0,14.258,0.642,3.0,2.6,1.0,3.05,0.462,1.0,4.778,1.0,10.963,0.698,0.0,2.989,0.0,8.967,0.5,0.0,200.853,25.672,404.511,0.779,121.175,53.573,0.013,240.833,0.944,0.048,5.375,5.0,3.292,0.305,2.5,human
846757,257,13,69,64,0.928,6.791,0.568,13.622,0.779,7.689,3.725,1.0,14.423,0.704,0.0,1.406,1.0,1.639,0.272,0.0,1.947,1.0,2.371,0.407,1.0,2.319,0.0,9.563,0.805,0.003,10.935,5.036,16.798,0.678,13.183,7.763,0.514,15.186,0.777,9.11,19.769,8.0,24.553,0.56,15.0,human
566755,13,9,2,2,1.0,92.207,0.069,219.976,0.814,29.305,6.5,6.5,6.364,0.346,4.5,4.5,4.5,3.536,0.278,2.5,6.5,6.5,6.364,0.346,4.5,433.906,433.906,613.124,0.5,433.544,238.668,238.668,0.0,0.0,0.0,99.024,0.069,241.003,0.814,0.267,1.444,1.0,0.726,0.222,1.0,human
456685,7,5,4,3,0.75,211.182,197.961,221.574,0.51,220.826,1.75,1.5,0.957,0.25,1.25,1.5,1.0,1.0,0.25,0.5,1.75,1.5,0.957,0.25,1.25,68.134,0.406,135.728,0.497,68.54,331.518,233.241,234.001,0.292,217.974,199.073,162.681,245.497,0.575,232.431,1.4,1.0,0.548,0.171,1.0,human
887783,13,6,2,2,1.0,42.504,0.006,143.562,0.895,0.058,6.5,6.5,7.778,0.423,5.5,3.0,3.0,2.828,0.333,2.0,6.5,6.5,7.778,0.423,5.5,5.899,5.899,8.342,0.0,5.899,498.253,498.253,0.0,0.0,0.0,63.756,0.039,175.61,0.869,2.968,2.167,2.0,0.753,0.167,0.75,human
495888,6,2,5,5,1.0,303.567,95.402,361.679,0.549,651.317,1.2,1.0,0.447,0.133,0.0,1.2,1.0,0.447,0.133,0.0,1.2,1.0,0.447,0.133,0.0,0.012,0.0,0.028,0.0,0.0,379.443,386.893,368.828,0.437,609.699,0.062,0.062,0.0,0.0,0.0,3.0,3.0,2.828,0.333,2.0,human
685544,136,5,7,6,0.857,16.261,0.109,29.136,0.767,24.307,19.429,1.0,32.238,0.706,24.5,1.429,1.0,0.787,0.229,0.5,2.894,2.0,2.539,0.407,3.0,22.746,0.049,41.262,0.649,30.012,24.481,9.193,35.177,0.685,31.071,25.367,10.45,33.374,0.641,32.735,27.2,4.0,37.399,0.612,36.0,human
938488,16,6,5,3,0.6,102.141,0.379,211.789,0.815,15.626,3.2,3.0,1.924,0.3,2.0,2.4,3.0,1.342,0.267,2.0,2.667,2.0,1.966,0.354,2.25,6.149,0.046,9.504,0.508,13.203,299.045,366.993,290.161,0.474,482.274,126.038,0.212,232.273,0.776,100.79,2.667,2.5,0.816,0.146,1.0,human
539934,206,12,18,3,0.167,1.494,0.032,5.342,0.902,0.35,11.444,2.5,35.197,0.79,2.75,3.0,2.5,2.351,0.385,2.75,3.377,1.0,4.424,0.538,2.0,1.142,0.0,4.976,0.856,0.064,3.943,0.322,8.992,0.827,1.869,1.491,0.043,4.81,0.886,0.643,17.167,13.5,14.584,0.439,16.25,human
558753,35,7,21,19,0.905,60.668,14.917,90.327,0.708,107.326,1.667,1.0,2.176,0.354,0.0,1.095,1.0,0.301,0.079,0.0,1.667,1.0,2.176,0.354,0.0,8.096,0.0,31.0,0.73,0.0,94.634,40.529,102.748,0.572,154.02,58.412,26.269,70.724,0.598,96.777,5.0,1.0,7.211,0.604,5.0,human
685645,78,9,9,2,0.222,28.411,0.041,77.752,0.882,4.774,8.667,5.0,11.832,0.556,6.0,3.333,4.0,2.179,0.341,4.0,2.889,2.0,2.006,0.335,2.0,26.059,0.023,88.74,0.892,0.489,57.079,16.425,92.857,0.728,79.541,28.468,0.03,80.792,0.892,0.888,8.667,7.0,8.261,0.487,10.0,human
478933,8,3,3,3,1.0,300.106,245.308,255.345,0.439,352.656,2.667,2.0,2.082,0.333,2.0,1.667,2.0,0.577,0.133,0.5,1.333,1.0,0.816,0.208,0.0,0.004,0.0,0.01,0.0,0.0,420.143,467.712,186.445,0.214,226.074,540.547,471.382,122.989,0.088,107.417,2.667,1.0,2.887,0.417,2.5,human
699335,17,1,17,17,1.0,113.895,50.592,209.332,0.677,100.7,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.895,50.592,209.332,0.677,100.7,,,0.0,0.0,,17.0,17.0,0.0,0.0,0.0,human
643757,57,10,24,21,0.875,36.606,0.156,72.608,0.809,42.346,2.375,1.0,6.114,0.549,0.0,1.292,1.0,0.908,0.206,0.0,2.192,1.0,4.233,0.505,0.0,3.169,0.0,15.795,0.651,0.0,78.702,42.594,92.303,0.603,147.301,36.064,0.12,75.441,0.82,37.799,5.7,2.5,6.36,0.521,5.0,human
857955,240,12,7,2,0.286,5.002,0.003,34.453,0.966,0.067,34.286,22.0,34.937,0.512,54.0,4.571,5.0,3.457,0.384,5.5,15.0,4.5,25.685,0.685,8.25,10.49,0.248,24.334,0.783,2.235,68.505,13.749,123.471,0.714,90.906,9.243,0.012,48.502,0.954,0.211,20.0,9.0,26.67,0.561,13.0,human
576993,5,4,5,5,1.0,510.186,299.493,579.8,0.499,561.714,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.186,299.493,579.8,0.499,561.714,510.186,299.493,579.8,0.499,561.714,1.25,1.0,0.5,0.15,0.25,human
787456,7,6,4,2,0.5,308.518,175.011,370.746,0.584,599.397,1.75,1.0,1.5,0.321,0.75,1.75,1.0,1.5,0.321,0.75,1.75,1.0,1.5,0.321,0.75,0.008,0.0,0.015,0.0,0.008,617.026,682.542,241.038,0.169,234.265,308.518,175.011,370.746,0.584,599.397,1.167,1.0,0.408,0.119,0.0,human
699564,8,2,7,7,1.0,186.295,74.813,267.902,0.659,244.676,1.143,1.0,0.378,0.107,0.0,1.143,1.0,0.378,0.107,0.0,1.143,1.0,0.378,0.107,0.0,0.003,0.0,0.008,0.0,0.0,217.341,104.757,279.338,0.603,281.029,37.417,37.417,52.887,0.5,37.397,4.0,4.0,4.243,0.375,3.0,human
853566,49,10,14,8,0.571,41.544,0.191,123.231,0.887,7.262,3.5,1.0,7.654,0.617,1.0,1.571,1.0,1.869,0.331,0.0,2.579,1.0,6.167,0.567,0.0,1.726,0.0,6.899,0.694,0.0,108.964,35.463,185.074,0.718,109.988,52.445,0.23,144.341,0.88,9.513,4.9,4.0,4.28,0.39,3.5,human
868788,138,12,50,40,0.8,15.32,0.07,41.71,0.862,6.095,2.76,1.0,6.407,0.583,0.0,1.52,1.0,1.233,0.293,0.0,2.06,1.0,3.639,0.465,0.0,0.367,0.0,2.079,0.857,0.0,31.429,6.559,55.926,0.731,48.92,10.28,0.034,26.36,0.865,2.103,11.5,8.0,11.743,0.518,14.25,human
